"Entity"|"Parent"|"Alias: Default"|"Alias: Legacy"|"Valid For Consolidations"|"Data Storage"|"Two Pass Calculation"|"Description"|"Formula"|"Formula Description"|"UDA"|"Smart List"|"Data Type"|"Hierarchy Type"|"Enable for Dynamic Children"|"Number of Possible Dynamic Children"|"Access Granted to Member Creator"|"Allow Upper Level Entity Input"|"Process Management Enabled"|"UUID"|"Data Id"|"Old Name"|"Old Unique Name"|"Base Currency"|"Plan Type (BB_Plan)"|"Aggregation (BB_Plan)"|"Data Storage (BB_Plan)"|"Formula (BB_Plan)"|"Solve Order (BB_Plan)"|"Formula Description (BB_Plan)"|"Plan Type (BB_Rpt)"|"Aggregation (BB_Rpt)"|"Data Storage (BB_Rpt)"|"Formula (BB_Rpt)"|"Solve Order (BB_Rpt)"|"Formula Description (BB_Rpt)"|"Plan Type (E_Curve)"|"Aggregation (E_Curve)"|"Data Storage (E_Curve)"|"Formula (E_Curve)"|"Solve Order (E_Curve)"|"Formula Description (E_Curve)"|"Plan Type (BB_Cash)"|"Aggregation (BB_Cash)"|"Data Storage (BB_Cash)"|"Formula (BB_Cash)"|"Solve Order (BB_Cash)"|"Formula Description (BB_Cash)"|"Bonding"|"Consult Job"|"Contract Role"|"Contract Type"|"External Joint Venture"|"Green Builder"|"Facility Type"|"Internal Job Flag"|"Internal Joint Venture"|"Job Status"|"Procurement"|"Sector"|"State"|"Wrap"|"UK Industry"|"Original Projection"|"Complex Job Flag"|"Federal Flag"|"BIM Flag"|"Renovation Flag"|"Special Project Flag"|"Interior Flag"|"Enabling Function"|"Company External Joint Venture"|"Company Equity Joint Venture"|"Operation"
"JB_10172000"|"MG_Office_520_Inactive"|"UNCC STUDENT UNION - COW (10172000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"5daf53e3-d53e-4690-9c34-9255f90c1e01"|"56312"|"JB_10172000"|"[MG_Office_520_Inactive].[JB_10172000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"HIGHER EDUCATION_TRAINING"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PUBLIC STATE GOVERNMENT"|"NC"|"NO WRAP"|"UK_EDUCATION"|""|""|""|""|""|""|""|""|""|""|""
"JB_10177000"|"MG_Office_520_Inactive"|"UNC NEW VENABLE (10177000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"dcee2e7b-aaaa-4371-9310-2291c51faf3e"|"56313"|"JB_10177000"|"[MG_Office_520_Inactive].[JB_10177000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"HIGHER EDUCATION_TRAINING"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PUBLIC STATE GOVERNMENT"|"NC"|"NO WRAP"|"UK_EDUCATION"|""|""|""|""|""|""|""|""|""|""|""
"JB_10197000"|"MG_Office_520_Inactive"|"DURHAM CITY HALL BUNDLE (10197000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"88fb6b58-05c0-4c5f-a21e-2afa132e688a"|"56416"|"JB_10197000"|"[MG_Office_520_Inactive].[JB_10197000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"OTHER_ANCILLARY FACILITIES"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PUBLIC LOCAL GOVERNMENT"|"NC"|"NO WRAP"|"UK_OTHER GOVERNMENT"|""|""|""|""|""|""|""|""|""|""|""
"JB_10198000"|"MG_Office_520_Inactive"|"DURHAM PARKING DECKS (10198000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"172f19ae-03fe-4691-bbda-ae8e291f1aeb"|"56417"|"JB_10198000"|"[MG_Office_520_Inactive].[JB_10198000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"OTHER_ANCILLARY FACILITIES"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PUBLIC LOCAL GOVERNMENT"|"NC"|"NO WRAP"|"UK_OTHER GOVERNMENT"|""|""|""|""|""|""|""|""|""|""|""
"JB_10199000"|"MG_Office_520_Inactive"|"JOHNSTON MEM HOSPITAL BED TW (10199000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"a9295dfd-8f8f-4b0a-b9b4-83e81646ed53"|"56418"|"JB_10199000"|"[MG_Office_520_Inactive].[JB_10199000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"HEALTHCARE"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PUBLIC FEDERAL GOVERNMENT"|"NC"|"NO WRAP"|"UK_HEALTH"|""|""|""|""|""|""|""|""|""|""|""
"JB_10200000"|"MG_Office_520_Inactive"|"DUKE EC STEAM PLANT (10200000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"320416e2-22a9-405d-8735-9f8f495e2f73"|"56419"|"JB_10200000"|"[MG_Office_520_Inactive].[JB_10200000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"INDUSTRIAL_MANUFACTURING"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PRIVATE SECTOR"|"NC"|"NO WRAP"|"UK_COMMERCIAL"|""|""|""|""|""|""|""|""|""|""|""
"JB_10201000"|"MG_Office_520_Inactive"|"WCPSS LACY ELEMENTARY SCHOOL (10201000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"1ba4ac14-8b8c-4e32-89d5-ce1e2ccd35c0"|"56420"|"JB_10201000"|"[MG_Office_520_Inactive].[JB_10201000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"EDUCATION PREK-12"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PUBLIC LOCAL GOVERNMENT"|"NC"|"NO WRAP"|"UK_EDUCATION"|""|""|""|""|""|""|""|""|""|""|""
"JB_10242980"|"MG_Office_520_Inactive"|"NCMA PRECON INTERNAL (10242980)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"f0e9c7e9-108d-4404-8a5d-99cf8a3c98bd"|"56424"|"JB_10242980"|"[MG_Office_520_Inactive].[JB_10242980]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"PUBLIC USE_CIVIC"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PUBLIC STATE GOVERNMENT"|"NC"|"NO WRAP"|"UK_OTHER GOVERNMENT"|""|""|""|""|""|""|""|""|""|""|""
"JB_10243000_JV"|"MG_Office_520_Inactive"|"WAKE COUNTY JUSTICE (10243000) JV Total"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"d1cebc8a-94ad-4f7d-9068-3a3ea3f9640f"|"98877"|"JB_10243000_JV"|"<none>"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"JB_10202000"|"JB_10243000_JV"|"WAKE CTY JUSTICE - INTERNAL (10202000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"8c52436c-6a70-4358-a757-d3bea85bbfb1"|"56421"|"JB_10202000"|"[JB_10243000_JV].[JB_10202000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"NOT EXT JV"|"GREENBUILDER"|"CRIMINAL JUSTICE"|"INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PUBLIC LOCAL GOVERNMENT"|"NC"|"NO WRAP"|"UK_OTHER GOVERNMENT"|"FY11 P03 Baseline"|""|""|""|""|""|""|""|""|""|""
"JB_10243000"|"JB_10243000_JV"|"WAKE COUNTY JUSTICE (10243000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"6f76ac42-b6bf-40d9-a696-7c1c4157fc09"|"57007"|"JB_10243000"|"[JB_10243000_JV].[JB_10243000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"EXT JV"|"GREENBUILDER"|"CRIMINAL JUSTICE"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PUBLIC LOCAL GOVERNMENT"|"NC"|"CCIP"|"UK_OTHER GOVERNMENT"|"FY11 P03 Baseline"|""|""|""|""|""|""|""|""|""|""
"JB_10283000_JV"|"MG_Office_520_Inactive"|"NC MUSEUM OF ART EXPANSION (10283000) JV Total"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"94c24127-6cf6-444e-a9a6-903267aab8bc"|"98879"|"JB_10283000_JV"|"<none>"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"JB_10170000"|"JB_10283000_JV"|"NC MUSEUM OF ART INTERNAL (10170000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"cf70d45b-51c4-411d-b863-da5596685ed1"|"56311"|"JB_10170000"|"[JB_10283000_JV].[JB_10170000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"PUBLIC USE_CIVIC"|"INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PUBLIC STATE GOVERNMENT"|"NC"|"NO WRAP"|"UK_OTHER GOVERNMENT"|""|""|""|""|""|""|""|""|""|""|""
"JB_10283000"|"JB_10283000_JV"|"NC MUSEUM OF ART EXPANSION (10283000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"a6b9d432-a749-4b90-9248-613591905a07"|"57017"|"JB_10283000"|"[JB_10283000_JV].[JB_10283000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"EXT JV"|"NOT GREENBUILDER"|"PUBLIC USE_CIVIC"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PUBLIC STATE GOVERNMENT"|"NC"|"NO WRAP"|"UK_OTHER GOVERNMENT"|""|""|""|""|""|""|""|""|""|""|""
"JB_10289000_JV"|"MG_Office_520_Inactive"|"PICKENS HIGH (10289000) JV Total"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"b2d74203-0a0d-42e7-9b52-61487d8e3033"|"98881"|"JB_10289000_JV"|"<none>"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"JB_10288000"|"JB_10289000_JV"|"PICKENS HIGH INTERNAL JOB (10288000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"b0c06106-7a2d-4ac6-a919-850e26dc4e74"|"56426"|"JB_10288000"|"[JB_10289000_JV].[JB_10288000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"EDUCATION PREK-12"|"INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PUBLIC LOCAL GOVERNMENT"|"GA"|"NO WRAP"|"UK_EDUCATION"|""|""|""|""|""|""|""|""|""|""|""
"JB_10289000"|"JB_10289000_JV"|"PICKENS HIGH JV (10289000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"22652ab9-8e16-4e6a-af15-037a29fa6b83"|"57027"|"JB_10289000"|"[JB_10289000_JV].[JB_10289000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"BONDED"|"NOT CONSULT"|"CM AT RISK"|"LUMP SUM"|"EXT JV"|"NOT GREENBUILDER"|"EDUCATION PREK-12"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PUBLIC LOCAL GOVERNMENT"|"SC"|"NO WRAP"|"UK_EDUCATION"|""|""|""|""|""|""|""|""|""|""|""
"JB_10299000"|"MG_Office_520_Inactive"|"DUMC PEDIATRICS ICU/TCN RENO (10299000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"9e7b4b40-0aa7-47d7-90dd-c571bde2e361"|"56427"|"JB_10299000"|"[MG_Office_520_Inactive].[JB_10299000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"HEALTHCARE"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PRIVATE SECTOR"|"NC"|"NO WRAP"|"UK_HEALTH"|""|""|""|""|""|""|""|""|""|""|""
"JB_10306000"|"MG_Office_520_Inactive"|"DUKE UNIV DEF BASIC ORDER AG (10306000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"1261710d-b89a-4f22-9aee-c9d3a4e23a45"|"56429"|"JB_10306000"|"[MG_Office_520_Inactive].[JB_10306000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"DB - CONTRACTOR LED"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"HIGHER EDUCATION_TRAINING"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PRIVATE SECTOR"|"NC"|"NO WRAP"|"UK_EDUCATION"|""|""|""|""|""|""|""|""|""|""|""
"JB_10307000"|"MG_Office_520_Inactive"|"ECU SCHOOL OF DENISTRY (10307000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"96c113f7-f928-403d-9507-4ab015949cda"|"56430"|"JB_10307000"|"[MG_Office_520_Inactive].[JB_10307000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"NOT EXT JV"|"GREENBUILDER"|"HIGHER EDUCATION_TRAINING"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PUBLIC STATE GOVERNMENT"|"NC"|"NO WRAP"|"UK_EDUCATION"|""|""|""|""|""|""|""|""|""|""|""
"JB_10317000"|"MG_Office_520_Inactive"|"GENERAL SERVICES BUNDLE (10317000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"97a4ccfe-281a-4ec5-9f2b-3ffc1591d10d"|"56431"|"JB_10317000"|"[MG_Office_520_Inactive].[JB_10317000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"OTHER_ANCILLARY FACILITIES"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PUBLIC LOCAL GOVERNMENT"|"NC"|"NO WRAP"|"UK_OTHER GOVERNMENT"|""|""|""|""|""|""|""|""|""|""|""
"JB_10460000_JV_1"|"MG_Office_520_Inactive"|"GUILFORD CTY DET CENTER (10460000 ) JV Total - 1"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"6bf0a36c-7bbf-4e0b-8126-ebe2b641e077"|"98883"|"JB_10460000_JV_1"|"<none>"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"JB_10324000_1"|"JB_10460000_JV_1"|"GUILFORD CNTY DET CTR INTERNAL (10324000) - 1"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"6a8da0b4-1465-4deb-91c1-27b13f2c4a98"|"76082"|"JB_10324000_1"|"<none>"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"NOT EXT JV"|"NOT GREENBUILDER"|"CRIMINAL JUSTICE"|"INTERNAL JOB"|"INT JV"|"INACTIVE"|"NEGOTIATED"|"PUBLIC LOCAL GOVERNMENT"|"NC"|"NO WRAP"|"UK_OTHER GOVERNMENT"|""|""|""|""|""|""|""|""|""|""|""
"JB_10460000_1"|"JB_10460000_JV_1"|"GUILFORD CTY DET CENTER JV (10460000) - 1"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"5010b5d6-41c7-4002-b505-fb92bb38f18d"|"76084"|"JB_10460000_1"|"<none>"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"EXT JV"|"NOT GREENBUILDER"|"CRIMINAL JUSTICE"|"NOT INTERNAL JOB"|"INT JV"|"INACTIVE"|"NEGOTIATED"|"PUBLIC LOCAL GOVERNMENT"|"NC"|"NO WRAP"|"UK_OTHER GOVERNMENT"|""|""|""|""|""|""|""|""|""|""|""
"JB_10464000"|"MG_Office_520_Inactive"|"APP STATE CTR FOR LEADSHP PR (10464000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"e5a0a87b-64ba-4020-a811-9a5e8e35b292"|"56433"|"JB_10464000"|"[MG_Office_520_Inactive].[JB_10464000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"NOT EXT JV"|"GREENBUILDER"|"HIGHER EDUCATION_TRAINING"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PUBLIC STATE GOVERNMENT"|"NC"|"NO WRAP"|"UK_EDUCATION"|""|""|""|""|""|""|""|""|""|""|""
"JB_10502000"|"MG_Office_520_Inactive"|"NCCU-SCHOOL OF NURSING BLDG (10502000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"98a1829b-9812-48f9-9560-ec56f5efc33b"|"56434"|"JB_10502000"|"[MG_Office_520_Inactive].[JB_10502000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"NOT EXT JV"|"GREENBUILDER"|"HIGHER EDUCATION_TRAINING"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PUBLIC STATE GOVERNMENT"|"NC"|"NO WRAP"|"UK_EDUCATION"|""|""|""|""|""|""|""|""|""|""|""
"JB_10506000_JV"|"MG_Office_520_Inactive"|"GUILFORD COUNTY RAGSDALE HS (10506000) JV Total"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"82cdb02c-d3cc-4c21-97a7-7cb61018f766"|"98885"|"JB_10506000_JV"|"<none>"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"JB_10506000"|"JB_10506000_JV"|"GUILFORD COUNTY RAGSDALE HS (10506000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"fb07c1a8-8e88-416c-8458-1facd1327db1"|"57047"|"JB_10506000"|"[JB_10506000_JV].[JB_10506000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"EXT JV"|"GREENBUILDER"|"EDUCATION PREK-12"|"NOT INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PUBLIC LOCAL GOVERNMENT"|"NC"|"NO WRAP"|"UK_EDUCATION"|"FY11 P03 Baseline"|""|""|""|""|""|""|""|""|""|""
"JB_10508000"|"JB_10506000_JV"|"GUILFORD CTY RAGSDALE HS INT (10508000)"|""|"false"|"never share"|"false"|""|"<none>"|"<none>"|""|""|"unspecified"|"stored"|""|""|""|"false"|"true"|"a9dd7095-b5f0-478b-bb49-fd7ae4944f50"|"56435"|"JB_10508000"|"[JB_10506000_JV].[JB_10508000]"|"USD"|"true"|"+"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"false"|"~"|"never share"|"<none>"|"0"|""|"true"|"+"|"never share"|"<none>"|"0"|""|"NOT BONDED"|"NOT CONSULT"|"CM AT RISK"|"COST PLUS GMP"|"NOT EXT JV"|"GREENBUILDER"|"EDUCATION PREK-12"|"INTERNAL JOB"|"NOT INT JV"|"INACTIVE"|"NEGOTIATED"|"PUBLIC LOCAL GOVERNMENT"|"NC"|"NO WRAP"|"UK_EDUCATION"|"FY11 P03 Baseline"|""|""|""|""|""|""|""|""|""|""
